,時間,茂泓電業
732,2023/05/31 12:00:00,11358.42
733,2023/05/31 13:00:00,13850.63
734,2023/05/31 14:00:00,7801.45
735,2023/05/31 15:00:00,8967.3
736,2023/05/31 16:00:00,2913.33
737,2023/05/31 17:00:00,1380.43
738,2023/05/31 18:00:00,203.12
739,2023/05/31 19:00:00,0.0
740,2023/05/31 20:00:00,0.0
741,2023/05/31 21:00:00,0.0
742,2023/05/31 22:00:00,0.0
743,2023/05/31 23:00:00,0.0
744,2023/06/01 00:00:00,0.0
